HashE,InserirE,10,3
HashE,InserirE,10,5
HashE,InserirE,10,7
HashE,InserirE,10,9
HashE,InserirE,10,11
HashE,InserirE,10,13
HashE,InserirE,10,15
HashE,InserirE,10,17
HashE,InserirE,10,19
HashE,InserirE,10,22
HashE,InserirE,25,2
HashE,InserirE,25,4
HashE,InserirE,25,6
HashE,InserirE,25,8
HashE,InserirE,25,10
HashE,InserirE,25,12
HashE,InserirE,25,14
HashE,InserirE,25,16
HashE,InserirE,25,18
HashE,InserirE,25,20
HashE,InserirE,75,2
HashE,InserirE,75,4
HashE,InserirE,75,6
HashE,InserirE,75,8
HashE,InserirE,75,10
HashE,InserirE,75,12
HashE,InserirE,75,15
HashE,InserirE,75,17
HashE,InserirE,75,19
HashE,InserirE,75,21
HashE,InserirE,100,4
HashE,InserirE,100,6
HashE,InserirE,100,9
HashE,InserirE,100,21
HashE,InserirE,100,44
HashE,InserirE,100,46
HashE,InserirE,100,48
HashE,InserirE,100,50
HashE,InserirE,100,52
HashE,InserirE,100,54
HashE,InserirE,10,2
HashE,InserirE,10,4
HashE,InserirE,10,7
HashE,InserirE,10,9
HashE,InserirE,10,11
HashE,InserirE,10,13
HashE,InserirE,10,15
HashE,InserirE,10,17
HashE,InserirE,10,19
HashE,InserirE,10,21
HashE,InserirE,25,2
HashE,InserirE,25,4
HashE,InserirE,25,6
HashE,InserirE,25,8
HashE,InserirE,25,10
HashE,InserirE,25,12
HashE,InserirE,25,14
HashE,InserirE,25,16
HashE,InserirE,25,18
HashE,InserirE,25,20
HashE,InserirE,75,2
HashE,InserirE,75,8
HashE,InserirE,75,10
HashE,InserirE,75,12
HashE,InserirE,75,14
HashE,InserirE,75,16
HashE,InserirE,75,18
HashE,InserirE,75,20
HashE,InserirE,75,22
HashE,InserirE,75,24
HashE,InserirE,100,2
HashE,InserirE,100,9
HashE,InserirE,100,12
HashE,InserirE,100,14
HashE,InserirE,100,16
HashE,InserirE,100,18
HashE,InserirE,100,22
HashE,InserirE,100,24
HashE,InserirE,100,26
HashE,InserirE,100,28
HashE,InserirE,200,542
HashE,InserirE,200,544
HashE,InserirE,200,1320
HashE,InserirE,200,1415
HashE,InserirE,200,2088
HashE,InserirE,200,3077
HashE,InserirE,200,3667
HashE,InserirE,200,3979
HashE,InserirE,200,4836
HashE,InserirE,200,5131
HashE,Buscar,10,23
HashE,Buscar,10,25
HashE,Buscar,10,27
HashE,Buscar,10,29
HashE,Buscar,10,31
HashE,Buscar,10,33
HashE,Buscar,10,35
HashE,Buscar,10,37
HashE,Buscar,10,39
HashE,Buscar,10,41
HashE,Buscar,25,22
HashE,Buscar,25,24
HashE,Buscar,25,26
HashE,Buscar,25,28
HashE,Buscar,25,30
HashE,Buscar,25,32
HashE,Buscar,25,34
HashE,Buscar,25,36
HashE,Buscar,25,38
HashE,Buscar,25,40
HashE,Buscar,75,26
HashE,Buscar,75,28
HashE,Buscar,75,30
HashE,Buscar,75,32
HashE,Buscar,75,34
HashE,Buscar,75,36
HashE,Buscar,75,38
HashE,Buscar,75,40
HashE,Buscar,75,42
HashE,Buscar,75,44
HashE,Buscar,100,30
HashE,Buscar,100,32
HashE,Buscar,100,34
HashE,Buscar,100,36
HashE,Buscar,100,38
HashE,Buscar,100,40
HashE,Buscar,100,42
HashE,Buscar,100,44
HashE,Buscar,100,46
HashE,Buscar,100,48
HashE,Buscar,200,5133
HashE,Buscar,200,5135
HashE,Buscar,200,5137
HashE,Buscar,200,5139
HashE,Buscar,200,5141
HashE,Buscar,200,5143
HashE,Buscar,200,5145
HashE,Buscar,200,5147
HashE,Buscar,200,5149
HashE,Buscar,200,5151
