HashEA,Inserir,10,1
HashEA,Inserir,10,2
HashEA,Inserir,10,3
HashEA,Inserir,10,4
HashEA,Inserir,10,6
HashEA,Inserir,10,7
HashEA,Inserir,10,8
HashEA,Inserir,10,9
HashEA,Inserir,10,10
HashEA,Inserir,10,11
HashEA,Inserir,25,2
HashEA,Inserir,25,3
HashEA,Inserir,25,4
HashEA,Inserir,25,5
HashEA,Inserir,25,8
HashEA,Inserir,25,9
HashEA,Inserir,25,11
HashEA,Inserir,25,12
HashEA,Inserir,25,13
HashEA,Inserir,25,14
HashEA,Inserir,75,1
HashEA,Inserir,75,2
HashEA,Inserir,75,14
HashEA,Inserir,75,15
HashEA,Inserir,75,22
HashEA,Inserir,75,26
HashEA,Inserir,75,36
HashEA,Inserir,75,58
HashEA,Inserir,75,60
HashEA,Inserir,75,62
HashEA,Inserir,100,509
HashEA,Inserir,100,797
HashEA,Inserir,100,1666
HashEA,Inserir,100,2552
HashEA,Inserir,100,3113
HashEA,Inserir,100,3155
HashEA,Inserir,100,3433
HashEA,Inserir,100,3729
HashEA,Inserir,100,3734
HashEA,Inserir,100,4682
HashEA,Inserir,200,864
HashEA,Inserir,200,1284
HashEA,Inserir,200,1409
HashEA,Inserir,200,1502
HashEA,Inserir,200,2318
HashEA,Inserir,200,3244
HashEA,Inserir,200,3525
HashEA,Inserir,200,3735
HashEA,Inserir,200,4259
HashEA,Inserir,200,5218
