HashE,Inserir,10,1
HashE,Inserir,10,109
HashE,Inserir,10,217
HashE,Inserir,10,325
HashE,Inserir,10,433
HashE,Inserir,10,541
HashE,Inserir,10,649
HashE,Inserir,10,757
HashE,Inserir,10,865
HashE,Inserir,10,973
HashE,Inserir,25,33
HashE,Inserir,25,66
HashE,Inserir,25,99
HashE,Inserir,25,132
HashE,Inserir,25,165
HashE,Inserir,25,198
HashE,Inserir,25,231
HashE,Inserir,25,264
HashE,Inserir,25,297
HashE,Inserir,25,330
HashE,Inserir,75,2
HashE,Inserir,75,4
HashE,Inserir,75,6
HashE,Inserir,75,8
HashE,Inserir,75,10
HashE,Inserir,75,12
HashE,Inserir,75,14
HashE,Inserir,75,16
HashE,Inserir,75,18
HashE,Inserir,75,20
HashE,Inserir,100,3
HashE,Inserir,100,6
HashE,Inserir,100,9
HashE,Inserir,100,12
HashE,Inserir,100,15
HashE,Inserir,100,18
HashE,Inserir,100,21
HashE,Inserir,100,24
HashE,Inserir,100,27
HashE,Inserir,100,30
HashE,Inserir,200,3
HashE,Inserir,200,6
HashE,Inserir,200,9
HashE,Inserir,200,12
HashE,Inserir,200,15
HashE,Inserir,200,18
HashE,Inserir,200,21
HashE,Inserir,200,24
HashE,Inserir,200,27
HashE,Inserir,200,30
