hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,10,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,25,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,75,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,100,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
hashEA,inserir,200,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,75,1
HashEA,Inserir,75,1
HashEA,Inserir,75,1
HashEA,Inserir,75,1
HashEA,Inserir,75,1
HashEA,Inserir,75,1
HashEA,Inserir,75,1
HashEA,Inserir,75,1
HashEA,Inserir,75,1
HashEA,Inserir,75,1
HashEA,Inserir,100,1
HashEA,Inserir,100,1
HashEA,Inserir,100,1
HashEA,Inserir,100,1
HashEA,Inserir,100,1
HashEA,Inserir,100,1
HashEA,Inserir,100,1
HashEA,Inserir,100,1
HashEA,Inserir,100,1
HashEA,Inserir,100,1
HashEA,Inserir,200,1
HashEA,Inserir,200,1
HashEA,Inserir,200,1
HashEA,Inserir,200,1
HashEA,Inserir,200,1
HashEA,Inserir,200,1
HashEA,Inserir,200,1
HashEA,Inserir,200,1
HashEA,Inserir,200,1
HashEA,Inserir,200,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,10,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
HashEA,Inserir,25,1
